Grade Level,List number,Pattern Words,Review Words,Memory Words
3rd,9,sketches,pattern_word,
3rd,9,needed,pattern_word,
3rd,9,planned,pattern_word,
3rd,9,bringing,pattern_word,
3rd,9,sledding,pattern_word,
3rd,9,climbed,pattern_word,
3rd,9,glasses,pattern_word,
3rd,9,cutting,pattern_word,
3rd,9,looked,pattern_word,
3rd,9,jogged,pattern_word,
3rd,9,rushes,pattern_word,
3rd,9,zipped,pattern_word,
3rd,9,thinking,pattern_word,
3rd,9,foxes,pattern_word,
3rd,9,teaches,pattern_word,
3rd,9,beginning,pattern_word,
3rd,9,twice,review_word,
3rd,9,pieces,review_word,
3rd,9,friend,memory word,
3rd,9,family,memory word,
3rd,10,tripped,pattern_word,
3rd,10,lived,pattern_word,
3rd,10,running,pattern_word,
3rd,10,coming,pattern_word,
3rd,10,hugged,pattern_word,
3rd,10,named,pattern_word,
3rd,10,dodging,pattern_word,
3rd,10,quitting,pattern_word,
3rd,10,used,pattern_word,
3rd,10,swimming,pattern_word,
3rd,10,tasting,pattern_word,
3rd,10,setting,pattern_word,
3rd,10,leaving,pattern_word,
3rd,10,scrubbed,pattern_word,
3rd,10,sliced,pattern_word,
3rd,10,shopped,pattern_word,
3rd,10,needed,review_word,
3rd,10,beginning,review_word,
3rd,10,often,memory word,
3rd,10,only,memory word,
3rd,11,north,pattern_word,
3rd,11,chore,pattern_word,
3rd,11,charts,pattern_word,
3rd,11,floor,pattern_word,
3rd,11,farming,pattern_word,
3rd,11,porches,pattern_word,
3rd,11,outdoors,pattern_word,
3rd,11,before,pattern_word,
3rd,11,horses,pattern_word,
3rd,11,morning,pattern_word,
3rd,11,large,pattern_word,
3rd,11,forget,pattern_word,
3rd,11,carve,pattern_word,
3rd,11,storms,pattern_word,
3rd,11,alarm,pattern_word,
3rd,11,apart,pattern_word,
3rd,11,running,review_word,
3rd,11,leaving,review_word,
3rd,11,color,memory word,
3rd,11,important,memory word,
3rd,12,her,pattern_word,
3rd,12,church,pattern_word,
3rd,12,first,pattern_word,
3rd,12,birthday,pattern_word,
3rd,12,third,pattern_word,
3rd,12,serve,pattern_word,
3rd,12,hurt,pattern_word,
3rd,12,turning,pattern_word,
3rd,12,thirst,pattern_word,
3rd,12,verse,pattern_word,
3rd,12,skirt,pattern_word,
3rd,12,burned,pattern_word,
3rd,12,squirm,pattern_word,
3rd,12,nurse,pattern_word,
3rd,12,songbird,pattern_word,
3rd,12,mercy,pattern_word,
3rd,12,large,review_word,
3rd,12,before,review_word,
3rd,12,very,memory word,
3rd,12,every,memory word,
3rd,13,chairs,pattern_word,
3rd,13,bears,pattern_word,
3rd,13,airport,pattern_word,
3rd,13,staring,pattern_word,
3rd,13,upstairs,pattern_word,
3rd,13,pair,pattern_word,
3rd,13,haircut,pattern_word,
3rd,13,fair,pattern_word,
3rd,13,pears,pattern_word,
3rd,13,hare,pattern_word,
3rd,13,rare,pattern_word,
3rd,13,repair,pattern_word,
3rd,13,tear,pattern_word,
3rd,13,barefoot,pattern_word,
3rd,13,sportswear,pattern_word,
3rd,13,beware,pattern_word,
3rd,13,serve,review_word,
3rd,13,church,review_word,
3rd,13,there,memory word,
3rd,13,their,memory word,
3rd,14,supper,pattern_word,
3rd,14,number,pattern_word,
3rd,14,over,pattern_word,
3rd,14,ladder,pattern_word,
3rd,14,sister,pattern_word,
3rd,14,spider,pattern_word,
3rd,14,soccer,pattern_word,
3rd,14,thunder,pattern_word,
3rd,14,tiger,pattern_word,
3rd,14,chapter,pattern_word,
3rd,14,afternoon,pattern_word,
3rd,14,scattering,pattern_word,
3rd,14,whispered,pattern_word,
3rd,14,understand,pattern_word,
3rd,14,newspaper,pattern_word,
3rd,14,butterfly,pattern_word,
3rd,14,upstairs,review_word,
3rd,14,staring,review_word,
3rd,14,animal,memory word,
3rd,14,another,memory word,
3rd,15,puzzle,pattern_word,
3rd,15,bundle,pattern_word,
3rd,15,table,pattern_word,
3rd,15,apple,pattern_word,
3rd,15,able,pattern_word,
3rd,15,single,pattern_word,
3rd,15,title,pattern_word,
3rd,15,pebble,pattern_word,
3rd,15,maple,pattern_word,
3rd,15,bottle,pattern_word,
3rd,15,simple,pattern_word,
3rd,15,kettle,pattern_word,
3rd,15,uncle,pattern_word,
3rd,15,people,pattern_word,
3rd,15,gentle,pattern_word,
3rd,15,eagle,pattern_word,
3rd,15,understand,review_word,
3rd,15,over,review_word,
3rd,15,untill,memory word,
3rd,15,o'clock,memory word,
3rd,16,beside,pattern_word,
3rd,16,alive,pattern_word,
3rd,16,return,pattern_word,
3rd,16,dislike,pattern_word,
3rd,16,unwise,pattern_word,
3rd,16,rewrite,pattern_word,
3rd,16,unhappy,pattern_word,
3rd,16,distrust,pattern_word,
3rd,16,become,pattern_word,
3rd,16,alone,pattern_word,
3rd,16,review,pattern_word,
3rd,16,unable,pattern_word,
3rd,16,disobeyed,pattern_word,
3rd,16,unlocked,pattern_word,
3rd,16,replacing,pattern_word,
3rd,16,unafraid,pattern_word,
3rd,16,gentle,review_word,
3rd,16,people,review_word,
3rd,16,everybody,memory word,
3rd,16,sometimes,memory word,
3rd,17,mouse,pattern_word,
3rd,17,ourselves,pattern_word,
3rd,17,power,pattern_word,
3rd,17,about,pattern_word,
3rd,17,downstairs,pattern_word,
3rd,17,flour,pattern_word,
3rd,17,sunflower,pattern_word,
3rd,17,south,pattern_word,
3rd,17,amount,pattern_word,
3rd,17,lighthouse,pattern_word,
3rd,17,sour,pattern_word,
3rd,17,aloud,pattern_word,
3rd,17,allowed,pattern_word,
3rd,17,counter,pattern_word,
3rd,17,shower,pattern_word,
3rd,17,towel,pattern_word,
3rd,17,return,review_word,
3rd,17,unafraid,review_word,
3rd,17,bought,memory word,
3rd,17,brought,memory word,
3rd,18,full,pattern_word,
3rd,18,choice,pattern_word,
3rd,18,enjoyed,pattern_word,
3rd,18,wood,pattern_word,
3rd,18,putting,pattern_word,
3rd,18,could,pattern_word,
3rd,18,pulled,pattern_word,
3rd,18,noise,pattern_word,
3rd,18,would,pattern_word,
3rd,18,soybeans,pattern_word,
3rd,18,should,pattern_word,
3rd,18,wool,pattern_word,
3rd,18,voices,pattern_word,
3rd,18,pushing,pattern_word,
3rd,18,loyal,pattern_word,
3rd,18,rejoice,pattern_word,
3rd,18,power,review_word,
3rd,18,about,review_word,
3rd,18,thought,memory word,
3rd,18,through,memory word,
3rd,19,huge,pattern_word,
3rd,19,job,pattern_word,
3rd,19,germs,pattern_word,
3rd,19,beidge,pattern_word,
3rd,19,joined,pattern_word,
3rd,19,gym,pattern_word,
3rd,19,edges,pattern_word,
3rd,19,changes,pattern_word,
3rd,19,joints,pattern_word,
3rd,19,danger,pattern_word,
3rd,19,wages,pattern_word,
3rd,19,gem,pattern_word,
3rd,19,just,pattern_word,
3rd,19,judge,pattern_word,
3rd,19,ginger,pattern_word,
3rd,19,strange,pattern_word,
3rd,19,choice,review_word,
3rd,19,putting,review_word,
3rd,19,laugh,memory word,
3rd,19,lives,memory word,
3rd,20,soft,pattern_word,
3rd,20,taught,pattern_word,
3rd,20,drawing,pattern_word,
3rd,20,mall,pattern_word,
3rd,20,cloth,pattern_word,
3rd,20,paws,pattern_word,
3rd,20,across,pattern_word,
3rd,20,caught,pattern_word,
3rd,20,pause,pattern_word,
3rd,20,because,pattern_word,
3rd,20,tossing,pattern_word,
3rd,20,unsalted,pattern_word,
3rd,20,crawl,pattern_word,
3rd,20,sauce,pattern_word,
3rd,20,dawn,pattern_word,
3rd,20,daughter,pattern_word,
3rd,20,changes,review_word,
3rd,20,gym,review_word,
3rd,20,enough,memory word,
3rd,20,young,memory word,
3rd,21,doesn't,pattern_word,
3rd,21,they're,pattern_word,
3rd,21,it',pattern_word,
3rd,21,you're,pattern_word,
3rd,21,its,pattern_word,
3rd,21,you've,pattern_word,
3rd,21,that's,pattern_word,
3rd,21,we're,pattern_word,
3rd,21,I've,pattern_word,
3rd,21,can't,pattern_word,
3rd,21,whose,pattern_word,
3rd,21,let's,pattern_word,
3rd,21,who's,pattern_word,
3rd,21,here's,pattern_word,
3rd,21,they've,pattern_word,
3rd,21,soft,review_word,
3rd,21,because,review_word,
3rd,21,busy,memory word,
3rd,21,build,memory word,
3rd,22,doorknob,pattern_word,
3rd,22,hour,pattern_word,
3rd,22,kneeling,pattern_word,
3rd,22,wreath,pattern_word,
3rd,22,listened,pattern_word,
3rd,22,answer,pattern_word,
3rd,22,honest,pattern_word,
3rd,22,written,pattern_word,
3rd,22,fasten,pattern_word,
3rd,22,unknown,pattern_word,
3rd,22,psalm,pattern_word,
3rd,22,wrinkle,pattern_word,
3rd,22,castle,pattern_word,
3rd,22,honor,pattern_word,
3rd,22,whistle,pattern_word,
3rd,22,handwriting,pattern_word,
3rd,22,its,review_word,
3rd,22,it's,review_word,
3rd,22,half,memory word,
3rd,22,herbs,memory word,
3rd,23,baby,pattern_word,
3rd,23,plenty,pattern_word,
3rd,23,jellybean,pattern_word,
3rd,23,twenty,pattern_word,
3rd,23,holy,pattern_word,
3rd,23,sixty,pattern_word,
3rd,23,hobby,pattern_word,
3rd,23,army,pattern_word,
3rd,23,duty,pattern_word,
3rd,23,ninety,pattern_word,
3rd,23,thirty,pattern_word,
3rd,23,seventy,pattern_word,
3rd,23,lady,pattern_word,
3rd,23,fifth,pattern_word,
3rd,23,eighty,pattern_word,
3rd,23,forty,pattern_word,
3rd,23,listened,review_word,
3rd,23,honest,review_word,
3rd,23,hundred,memory word,
3rd,23,thousand,memory word,
3rd,24,cry,pattern_word,
3rd,24,hurry,pattern_word,
3rd,24,reply,pattern_word,
3rd,24,study,pattern_word,
3rd,24,story,pattern_word,
3rd,24,hurrying,pattern_word,
3rd,24,replied,pattern_word,
3rd,24,studied,pattern_word,
3rd,24,crying,pattern_word,
3rd,24,stories,pattern_word,
3rd,24,strawberry,pattern_word,
3rd,24,cried,pattern_word,
3rd,24,hurried,pattern_word,
3rd,24,replying,pattern_word,
3rd,24,strawberries,pattern_word,
3rd,24,studying,pattern_word,
3rd,24,eighty,review_word,
3rd,24,duty,review_word,
3rd,24,sorry,memory word,
3rd,24,carry,memory word,
3rd,25,bigger,pattern_word,
3rd,25,quicker,pattern_word,
3rd,25,closer,pattern_word,
3rd,25,nearer,pattern_word,
3rd,25,safer,pattern_word,
3rd,25,thinnest,pattern_word,
3rd,25,highest,pattern_word,
3rd,25,littlest,pattern_word,
3rd,25,longer,pattern_word,
3rd,25,wisest,pattern_word,
3rd,25,hottest,pattern_word,
3rd,25,sweetest,pattern_word,
3rd,25,bluest,pattern_word,
3rd,25,flatter,pattern_word,
3rd,25,riper,pattern_word,
3rd,25,sharpest,pattern_word,
3rd,25,stories,review_word,
3rd,25,studying,review_word,
3rd,25,really,memory word,
3rd,25,pretty,memory word,
3rd,26,shady,pattern_word,
3rd,26,pony,pattern_word,
3rd,26,foggy,pattern_word,
3rd,26,tiny,pattern_word,
3rd,26,easy,pattern_word,
3rd,26,ponies,pattern_word,
3rd,26,shadier,pattern_word,
3rd,26,tinest,pattern_word,
3rd,26,foggiest,pattern_word,
3rd,26,easier,pattern_word,
3rd,26,supply,pattern_word,
3rd,26,cloudy,pattern_word,
3rd,26,bumpy,pattern_word,
3rd,26,supplies,pattern_word,
3rd,26,cloudier,pattern_word,
3rd,26,bumpiest,pattern_word,
3rd,26,wisest,review_word,
3rd,26,flatter,review_word,
3rd,26,guide,memory word,
3rd,26,guard,memory word,
3rd,27,head,pattern_word,
3rd,27,feathers,pattern_word,
3rd,27,shelter,pattern_word,
3rd,27,bread,pattern_word,
3rd,27,weather,pattern_word,
3rd,27,bedspread,pattern_word,
3rd,27,member,pattern_word,
3rd,27,ready,pattern_word,
3rd,27,breakfast,pattern_word,
3rd,27,heaven,pattern_word,
3rd,27,already,pattern_word,
3rd,27,entered,pattern_word,
3rd,27,instead,pattern_word,
3rd,27,health,pattern_word,
3rd,27,center,pattern_word,
3rd,27,heavy,pattern_word,
3rd,27,supplies,review_word,
3rd,27,shadier,review_word,
3rd,27,guessed,memory word,
3rd,27,guest,memory word,
3rd,28,words,pattern_word,
3rd,28,earn,pattern_word,
3rd,28,workshop,pattern_word,
3rd,28,heard,pattern_word,
3rd,28,worship,pattern_word,
3rd,28,earthworm,pattern_word,
3rd,28,learned,pattern_word,
3rd,28,world,pattern_word,
3rd,28,early,pattern_word,
3rd,28,searches,pattern_word,
3rd,28,crossword,pattern_word,
3rd,28,worry,pattern_word,
3rd,28,pearls,pattern_word,
3rd,28,worth,pattern_word,
3rd,28,earthquake,pattern_word,
3rd,28,worse,pattern_word,
3rd,28,entered,review_word,
3rd,28,breakfast,review_word,
3rd,28,heart,memory word,
3rd,28,Christian,memory word,
3rd,29,clear,pattern_word,
3rd,29,deer,pattern_word,
3rd,29,nearby,pattern_word,
3rd,29,hear,pattern_word,
3rd,29,sphere,pattern_word,
3rd,29,cheerful,pattern_word,
3rd,29,year,pattern_word,
3rd,29,dear,pattern_word,
3rd,29,here,pattern_word,
3rd,29,fearful,pattern_word,
3rd,29,fierce,pattern_word,
3rd,29,tearful,pattern_word,
3rd,29,peer,pattern_word,
3rd,29,pierce,pattern_word,
3rd,29,eardrum,pattern_word,
3rd,29,severe,pattern_word,
3rd,29,early,review_word,
3rd,29,worship,review_word,
3rd,29,different,memory word,
3rd,29,sure,memory word,
3rd,30,carrot,pattern_word,
3rd,30,basket,pattern_word,
3rd,30,music,pattern_word,
3rd,30,selfish,pattern_word,
3rd,30,sudent,pattern_word,
3rd,30,muffins,pattern_word,
3rd,30,opening,pattern_word,
3rd,30,person,pattern_word,
3rd,30,happened,pattern_word,
3rd,30,pencils,pattern_word,
3rd,30,label,pattern_word,
3rd,30,trumpet,pattern_word,
3rd,30,silent,pattern_word,
3rd,30,blankets,pattern_word,
3rd,30,uneven,pattern_word,
3rd,30,tuba,pattern_word,
3rd,30,cheerful,review_word,
3rd,30,nearby,review_word,
3rd,30,eleven,memory word,
3rd,30,twelve,memory word,
3rd,31,never,pattern_word,
3rd,31,habits,pattern_word,
3rd,31,pickles,pattern_word,
3rd,31,second,pattern_word,
3rd,31,buckle,pattern_word,
3rd,31,forever,pattern_word,
3rd,31,travel,pattern_word,
3rd,31,freckles,pattern_word,
3rd,31,finishes,pattern_word,
3rd,31,riverboat,pattern_word,
3rd,31,chuckling,pattern_word,
3rd,31,robin,pattern_word,
3rd,31,cover,pattern_word,
3rd,31,tickle,pattern_word,
3rd,31,cabins,pattern_word,
3rd,31,knuckles,pattern_word,
3rd,31,happened,review_word,
3rd,31,person,review_word,
3rd,31,favorite,memory word,
3rd,31,special,memory word,
3rd,32,water,pattern_word,
3rd,32,warmer,pattern_word,
3rd,32,quarts,pattern_word,
3rd,32,warning,pattern_word,
3rd,32,washed,pattern_word,
3rd,32,quarter,pattern_word,
3rd,32,swans,pattern_word,
3rd,32,watches,pattern_word,
3rd,32,reward,pattern_word,
3rd,32,swarm,pattern_word,
3rd,32,toward,pattern_word,
3rd,32,wsp,pattern_word,
3rd,32,awards,pattern_word,
3rd,32,wander,pattern_word,
3rd,32,waffles,pattern_word,
3rd,32,waddled,pattern_word,
3rd,32,forever,review_word,
3rd,32,knuckles,review_word,
3rd,32,America,memory word,
3rd,32,country,memory word,
